0.01	0
0.02	3.75e-05
0.03	0.000149352
0.04	0.000371769
0.05	0.000740333
0.06	0.00129
0.07	0.00205512
0.08	0.00306943
0.09	0.00436607
0.1	0.00597758
0.11	0.00793594
0.12	0.0102725
0.13	0.0130182
0.14	0.0162031
0.15	0.0198571
0.16	0.0240093
0.17	0.0286884
0.18	0.0339223
0.19	0.0397387
0.2	0.0461647
0.21	0.0532268
0.22	0.060951
0.23	0.0693629
0.24	0.0784875
0.25	0.0883494
0.26	0.0989728
0.27	0.110381
0.28	0.122598
0.29	0.135645
0.3	0.149546
0.31	0.164322
0.32	0.179994
0.33	0.196583
0.34	0.21411
0.35	0.232595
0.36	0.252058
0.37	0.272517
0.38	0.293992
0.39	0.316501
0.4	0.340063
0.41	0.364694
0.42	0.390412
0.43	0.417235
0.44	0.445178
0.45	0.474258
0.46	0.504491
0.47	0.535892
0.48	0.568476
0.49	0.602259
0.5	0.637253
0.51	0.673475
0.52	0.710936
0.53	0.749652
0.54	0.789634
0.55	0.830896
0.56	0.87345
0.57	0.917308
0.58	0.962482
0.59	1.00898
0.6	1.05683
0.61	1.10602
0.62	1.15657
0.63	1.20849
0.64	1.2618
0.65	1.31649
0.66	1.37259
0.67	1.43009
0.68	1.48902
0.69	1.54937
0.7	1.61116
0.71	1.67439
0.72	1.73908
0.73	1.80522
0.74	1.87284
0.75	1.94193
0.76	2.0125
0.77	2.08456
0.78	2.15812
0.79	2.23318
0.8	2.30975
0.81	2.38783
0.82	2.46743
0.83	2.54856
0.84	2.63122
0.85	2.71541
0.86	2.80115
0.87	2.88843
0.88	2.97726
0.89	3.06765
0.9	3.1596
0.91	3.25311
0.92	3.34818
0.93	3.44483
0.94	3.54305
0.95	3.64285
0.96	3.74423
0.97	3.84719
0.98	3.95173
0.99	4.05787
1	4.16559
1.01	4.27491
1.02	4.38582
1.03	4.49833
1.04	4.61244
1.05	4.72815
1.06	4.84547
1.07	4.96438
1.08	5.0849
1.09	5.20703
1.1	5.33076
1.11	5.4561
1.12	5.58305
1.13	5.71161
1.14	5.84178
1.15	5.97356
1.16	6.10694
1.17	6.24194
1.18	6.37855
1.19	6.51677
1.2	6.65659
1.21	6.79803
1.22	6.94107
1.23	7.08572
1.24	7.23198
1.25	7.37985
1.26	7.52932
1.27	7.6804
1.28	7.83308
1.29	7.98736
1.3	8.14324
1.31	8.30072
1.32	8.4598
1.33	8.62048
1.34	8.78275
1.35	8.94661
1.36	9.11207
1.37	9.27911
1.38	9.44774
1.39	9.61796
1.4	9.78976
1.41	9.96314
1.42	10.1381
1.43	10.3146
1.44	10.4927
1.45	10.6724
1.46	10.8537
1.47	11.0365
1.48	11.2208
1.49	11.4068
1.5	11.5943
1.51	11.7833
1.52	11.9739
1.53	12.166
1.54	12.3597
1.55	12.555
1.56	12.7517
1.57	12.95
1.58	13.1498
1.59	13.3512
1.6	13.5541
1.61	13.7585
1.62	13.9644
1.63	14.1719
1.64	14.3808
1.65	14.5913
1.66	14.8032
1.67	15.0167
1.68	15.2316
1.69	15.4481
1.7	15.666
1.71	15.8854
1.72	16.1063
1.73	16.3286
1.74	16.5525
1.75	16.7778
1.76	17.0045
1.77	17.2328
1.78	17.4624
1.79	17.6936
1.8	17.9261
1.81	18.1602
1.82	18.3956
1.83	18.6325
1.84	18.8708
1.85	19.1105
1.86	19.3517
1.87	19.5943
1.88	19.8382
1.89	20.0836
1.9	20.3304
1.91	20.5786
1.92	20.8281
1.93	21.0791
1.94	21.3314
1.95	21.5852
1.96	21.8402
1.97	22.0967
1.98	22.3545
1.99	22.6137
2	22.8742
2.01	23.1361
2.02	23.3993
2.03	23.6639
2.04	23.9298
2.05	24.197
2.06	24.4656
2.07	24.7355
2.08	25.0066
2.09	25.2791
2.1	25.5529
2.11	25.828
2.12	26.1044
2.13	26.3821
2.14	26.6611
2.15	26.9413
2.16	27.2229
2.17	27.5057
2.18	27.7897
2.19	28.075
2.2	28.3616
2.21	28.6495
2.22	28.9385
2.23	29.2288
2.24	29.5204
2.25	29.8132
2.26	30.1072
2.27	30.4024
2.28	30.6988
2.29	30.9965
2.3	31.2953
2.31	31.5954
2.32	31.8966
2.33	32.199
2.34	32.5027
2.35	32.8075
2.36	33.1134
2.37	33.4206
2.38	33.7289
2.39	34.0383
2.4	34.349
2.41	34.6607
2.42	34.9736
2.43	35.2877
2.44	35.6029
2.45	35.9192
2.46	36.2366
2.47	36.5552
2.48	36.8748
2.49	37.1956
2.5	37.5175
2.51	37.8405
2.52	38.1646
2.53	38.4897
2.54	38.816
2.55	39.1433
2.56	39.4717
2.57	39.8012
2.58	40.1317
2.59	40.4633
2.6	40.7959
2.61	41.1296
2.62	41.4644
2.63	41.8001
2.64	42.137
2.65	42.4748
2.66	42.8137
2.67	43.1535
2.68	43.4944
2.69	43.8364
2.7	44.1793
2.71	44.5232
2.72	44.8681
2.73	45.214
2.74	45.5609
2.75	45.9088
2.76	46.2576
2.77	46.6074
2.78	46.9582
2.79	47.3099
2.8	47.6626
2.81	48.0163
2.82	48.3709
2.83	48.7264
2.84	49.0829
2.85	49.4403
2.86	49.7987
2.87	50.1579
2.88	50.5181
2.89	50.8792
2.9	51.2412
2.91	51.6041
2.92	51.9679
2.93	52.3327
2.94	52.6983
2.95	53.0648
2.96	53.4321
2.97	53.8004
2.98	54.1695
2.99	54.5395
3	54.9103
3.01	55.2821
3.02	55.6546
3.03	56.0281
3.04	56.4023
3.05	56.7774
3.06	57.1534
3.07	57.5302
3.08	57.9078
3.09	58.2862
3.1	58.6655
